HGNC	Module_Label
CSNK1A1	-
HMGXB3	-
BNIP1	-
STC2	-
CPEB4	-
HRH2	-
UNC5A	-
EHHADH	-
CNTN3	-
TBCCD1	-
BCL6	-
NPHP3	-
AMOTL2	-
NIT2	-
FAM162A	-
OGG1	-
PCCB	-
UBE3A	-
RBP1	-
SLC25A36	-
RNF7	-
TFDP2	-
XRN1	-
PFKFB4	-
PRKAR2A	-
GNAI2	-
TFG	-
USP9Y	-
HYAL1	-
TUSC2	-
NPRL2	-
CYB561D2	-
FXR1	-
IFT57	-
GNB4	-
IQCG	-
GBE1	-
UMPS	-
NCBP2	-
SLC41A3	-
ROPN1B	-
ABTB1	-
KLHL18	-
CCDC48	-
KIAA1257	-
NEK11	-
HEMK1	-
GORASP1	-
PEX5L	-
EIF1B	-
SSR3	-
TNNC1	-
EIF4G1	-
SPCS1	-
NEK4	-
INO80D	-
DGUOK	-
MOB1A	-
TTL	-
PIKFYVE	-
SLC35F5	-
STEAP3	-
EPB41L5	-
TFCP2L1	-
POMC	-
STAM2	-
OTOF	-
GPD2	-
CYTIP	-
ACVR1	-
MPV17	-
NRBP1	-
FNDC4	-
ITGA4	-
SNX17	-
ASB3	-
REEP6	-
GCG	-
TTC31	-
NDUFS7	-
PCGF1	-
GRB14	-
CLIP4	-
AUP1	-
HTRA2	-
LOXL3	-
POLE4	-
TACR1	-
CCDC88A	-
MRPL19	-
WDR75	-
FANCL	-
DNAH6	-
PECR	-
UNC50	-
ELMOD3	-
IGFBP5	-
USP34	-
GGCX	-
EHBP1	-
COQ10B	-
PDCL3	-
MOB4	-
HSPE1	-
KDM3A	-
PLCD4	-
IL1RL2	-
SLC9A2	-
CNPPD1	-
UXS1	-
HDLBP	-
STK25	-
TAF1B	-
HPCAL1	-
NOL10	-
STRN	-
DCAF17	-
QPCT	-
RAB3GAP1	-
DLX2	-
DARS	-
SDC1	-
PLCL1	-
SLC1A4	-
ORC2	-
COX7A2L	-
PNO1	-
ORC4	-
AAK1	-
TRAK2	-
C2ORF42	-
TIA1	-
PCYOX1	-
ARID3A	-
SUMO1	-
GRIN3B	-
VAX2	-
PLEKHA3	-
EPHA4	-
FARSB	-
DHCR24	-
MARK1	-
TNR	-
MORN1	-
FAM20B	-
TCEANC2	-
TMEM59	-
WRAP73	-
ICMT	-
QSOX1	-
PHF13	-
ERRFI1	-
PARK7	-
KIAA1324	-
OPRD1	-
EDEM3	-
RAP1A	-
CAPZA1	-
RNF19B	-
ASH1L	-
SFPQ	-
RHOU	-
ARHGEF2	-
LAMTOR2	-
SRM	-
DLEU2L	-
FBXO6	-
C1ORF21	-
IVNS1ABP	-
KIAA2013	-
MFN2	-
PRG4	-
MIIP	-
SMG7	-
SLC35D1	-
PLA2G4A	-
GADD45A	-
WLS	-
PRDM2	-
RPE65	-
TROVE2	-
UCHL5	-
SRSF11	-
CTH	-
AGMAT	-
FPGT-TNNI3K	-
PLEKHM2	-
PHTF1	-
KIF21B	-
TMEM9	-
ADPRHL2	-
MAP7D1	-
WARS2	-
OSCP1	-
EXOC8	-
C1ORF109	-
RRAGC	-
TBCE	-
LGALS8	-
NT5C1A	-
BMP8B	-
SIPA1L2	-
KMO	-
ZNF684	-
RIMS3	-
ETV3	-
CD48	-
LPHN2	-
RPF1	-
UAP1	-
KLHL12	-
IGSF21	-
SSX2IP	-
ZNHIT6	-
RBBP5	-
GBP3	-
GPR89A	-
CD46	-
MPL	-
ERI3	-
PRDX1	-
TSPAN1	-
BLZF1	-
C1ORF114	-
SLC19A2	-
NSUN4	-
TMED5	-
DR1	-
PRRC2C	-
ABCD3	-
TNFSF4	-
DARS2	-
HSD11B1	-
LPPR5	-
SERPINC1	-
RCAN3	-
SYF2	-
SLC35A3	-
RCOR3	-
STMN1	-
FAM54B	-
RPS6KA1	-
DHDDS	-
NENF	-
NSL1	-
RPA2	-
PPP1R8	-
OSBPL9	-
TXNDC12	-
MESDC2	-
CHRNB4	-
KPTN	-
TNNT2	-
DDX59	-
CAMSAP2	-
ATF6	-
MREG	-
FASTKD2	-
NRP2	-
C1ORF54	-
SPCS2	-
USP35	-
UBE2CBP	-
CNR1	-
ANKRD13C	-
PLAGL1	-
TNFAIP3	-
AKAP7	-
MYB	-
SGK1	-
RNF146	-
ARG1	-
PMFBP1	-
FBXL5	-
SLC16A7	-
TMEM5	-
DCLRE1B	-
MYL12B	-
GHRH	-
PKD2	-
ABCG2	-
FAM86A	-
UBN1	-
KLF12	-
UCHL3	-
PCDH17	-
C2ORF43	-
WDR35	-
HIN1L	-
ELL2	-
GLRXP3	-
SATB2	-
ITGB1BP1	-
SENP5	-
CCDC92	-
C1ORF198	-
TRIM67	-
HEATR1	-
RAD23B	-
FKBP15	-
FAM206A	-
RAB14	-
CNTRL	-
TRIM32	-
NEK6	-
PPP6C	-
HDHD3	-
RBM18	-
SLC46A2	-
MAPKAP1	-
NR4A3	-
GALNT12	-
ALG2	-
KDSR	-
VPS4B	-
ONECUT2	-
C19ORF25	-
DCAF4	-
FCF1	-
PGF	-
C14ORF45	-
IFT43	-
DNAL1	-
ACOT2	-
LTBP2	-
KIAA0317	-
TTLL5	-
ABCD4	-
TGFB3	-
FAM164C	-
COQ6	-
GPR75	-
KLHL29	-
FKBP1B	-
ATL2	-
YPEL5	-
FAM98A	-
YIPF4	-
AFTPH	-
CRIPT	-
EPCAM	-
SLC17A5	-
FAM178A	-
IDE	-
GPAM	-
PPP1R3C	-
CNNM1	-
C10ORF88	-
FAM45A	-
AVPI1	-
WDR11	-
CCDC147	-
C10ORF95	-
SFRP5	-
CRHR1	-
DUSP1	-
PANK3	-
MSX2	-
TEK	-
RCL1	-
C9ORF82	-
CD274	-
GRIA2	-
C6ORF97	-
WDR55	-
PCDHB12	-
MRPS14	-
GORAB	-
ACAT2	-
SNX19	-
KCNJ5	-
SLC10A7	-
ENY2	-
KIAA1217	-
PLXDC2	-
CCDC77	-
TAF12	-
MTRF1	-
SOHLH2	-
DNAJC15	-
WBP4	-
SMAD9	-
ALG5	-
EXOSC8	-
ETF1	-
SIL1	-
MYOT	-
EGR1	-
SERP1	-
PLS1	-
NR2C1	-
UTP20	-
MTERFD3	-
SOCS2	-
NFYB	-
CCDC53	-
APAF1	-
TNFRSF10B	-
ADRA1A	-
PPP3CC	-
EPHX2	-
RNF170	-
UBIAD1	-
TARDBP	-
ZNF706	-
SPOP	-
DYNLL2	-
TEX14	-
FAM117A	-
LRAT	-
KIAA0922	-
PAPD5	-
ADCY7	-
PYROXD1	-
PSPC1	-
A1BG	-
ZSCAN18	-
TRMT1L	-
POPDC2	-
B4GALT4	-
NAA50	-
PEX16	-
DEPDC7	-
TBC1D15	-
BAI2	-
CCRL2	-
RNF115	-
POLR3GL	-
ZNF639	-
SLITRK3	-
TMEM156	-
LIAS	-
CPXM2	-
CSMD2	-
LRIF1	-
CLCC1	-
GTDC1	-
CXCR4	-
ZRANB3	-
ACVR2A	-
SV2C	-
RPL21	-
MTIF3	-
GTF3A	-
UBL3	-
FYTTD1	-
MTERFD2	-
OCRL	-
MYOG	-
COPA	-
SERAC1	-
LDB3	-
OPN4	-
FAM35A	-
C10ORF58	-
NAA60	-
ODF2L	-
PTGFR	-
SPATA1	-
RWDD3	-
CCDC18	-
RPAP2	-
PQLC1	-
PMS2	-
ZMIZ2	-
HERPUD2	-
HNRNPA2B1	-
FAM126A	-
INHBA	-
NT5C3	-
CCZ1	-
POLM	-
FTSJ2	-
SMU1	-
GLIPR2	-
CLTA	-
ACO1	-
CNTFR	-
NUDT10	-
PLAU	-
EGR2	-
ECD	-
SLC25A16	-
VPS26A	-
ACADS	-
HVCN1	-
DDX54	-
BHLHE41	-
CCDC91	-
ACOT9	-
PRDX4	-
CD97	-
WDR83	-
GIPC1	-
EBPL	-
ATP7B	-
NLN	-
TSFM	-
ARHGAP9	-
MMP19	-
ORMDL2	-
NR4A1	-
LRP1	-
NFE2	-
SMUG1	-
TUBA1B	-
DBH	-
ATPAF1	-
COL10A1	-
AMD1	-
USP45	-
RAB9B	-
NRK	-
FAM199X	-
RAB9A	-
METTL8	-
ACVR1C	-
BAZ2B	-
SLC36A1	-
LPGAT1	-
KCNJ2	-
RAP2C	-
EXOSC9	-
PLA2G12A	-
B9D2	-
ADCK4	-
PFKFB2	-
RAB38	-
EIF2C2	-
MXD4	-
PMS2P5	-
DNPEP	-
OBSL1	-
HMGB1P1	-
C20ORF106	-
SLPI	-
TTPAL	-
PREX1	-
PIGT	-
MATN4	-
PARD6B	-
ATP5E	-
CHD6	-
TOX2	-
ARFGEF2	-
ZNFX1	-
EDN3	-
TMEM189-UBE2V1	-
PTGIS	-
SNAI1	-
STX16	-
PPP4R1L	-
PMEPA1	-
RNF114	-
BCAS4	-
TP53TG5	-
NEURL2	-
MTRR	-
CHST8	-
STAMBP	-
NAGK	-
MCEE	-
PAIP2B	-
SNRNP27	-
RP11-663P9.2	-
ZNF576	-
LYPD3	-
NDP	-
USP9X	-
GRM4	-
TRERF1	-
SIRT5	-
HIST1H4B	-
MRS2	-
WRNIP1	-
RRP36	-
BTN1A1	-
HIST1H1D	-
PEX6	-
NQO2	-
C6ORF130	-
AARS2	-
ZNF391	-
HIST1H2BJ	-
MED20	-
TBCC	-
SPDEF	-
HIST1H3B	-
CPNE5	-
NRN1	-
SLC35B3	-
RPP40	-
NUP153	-
DEK	-
EEF1E1	-
RUNX2	-
LRRFIP1	-
RAB17	-
RP11-467L20.10	-
AHNAK	-
SH3TC1	-
LRRC29	-
C16ORF70	-
GOT2	-
DOK4	-
TM9SF2	-
KIF25	-
06-Sep	-
ATP5S	-
HS3ST3B1	-
SLC25A35	-
GGA3	-
ARMC7	-
NUP85	-
SLC25A19	-
MIF4GD	-
GTF3C4	-
DDX31	-
PPP1R12C	-
OPRL1	-
NPBWR2	-
C20ORF195	-
PPDPF	-
IL1B	-
CHCHD5	-
PAX8	-
PSD4	-
GRIA3	-
THOC2	-
FOSB	-
OPA3	-
RTN2	-
EML2	-
SDCBP2	-
GZF1	-
NKX2-2	-
DTD1	-
RBCK1	-
TMX4	-
C20ORF29	-
RRBP1	-
ZNF133	-
OVOL2	-
MKKS	-
BFSP1	-
SNRPB2	-
C20ORF72	-
ITPA	-
TCF15	-
OTOR	-
C20ORF46	-
FAM110A	-
NCLN	-
HNRNPR	-
MAX	-
CHURC1-FNTB	-
GDF5	-
NECAB3	-
DYNLRB1	-
FAM83C	-
PLAGL2	-
MT1P3	-
KDM5C	-
TMEM115	-
PSMB2	-
UROD	-
ST3GAL3	-
TMEM53	-
HECTD3	-
XRCC3	-
TUBGCP3	-
MCF2L	-
PCID2	-
LRFN3	-
CAPNS1	-
KIRREL2	-
THRA	-
NR1D1	-
FRMD8	-
IRF3	-
FLRT1	-
STAT5A	-
GLIS2	-
NSRP1	-
DNAJC8	-
DACH2	-
EMG1	-
ELK1	-
KTN1	-
SIX1	-
ZBTB1	-
TRMT5	-
SGPP1	-
PLEKHG3	-
RHOT1	-
FAM78A	-
CTAG2	-
AVPR2	-
SLC10A3	-
IPPK	-
FGD3	-
HIVEP3	-
COX7C	-
TRAF2	-
TSPAN8	-
BEST3	-
RAB3IP	-
PTPRB	-
DYRK2	-
YEATS4	-
C1ORF135	-
KIAA0090	-
HP1BP3	-
GFER	-
WFIKKN1	-
WDR24	-
CHTF18	-
GNG13	-
TICAM1	-
GAN	-
TMEM93	-
METTL16	-
AAMP	-
PNKD	-
RNF6	-
SHFM1	-
HIP1	-
STYXL1	-
GNAI1	-
PMS2P3	-
MTERF	-
C7ORF64	-
CASD1	-
ZNF780B	-
LRFN1	-
RASL11B	-
PAICS	-
DGCR6L	-
VPREB3	-
GAL3ST1	-
RFPL1	-
C22ORF24	-
GNAZ	-
MGAT3	-
ADORA2A	-
ATF4	-
A4GALT	-
BAIAP2L2	-
TMEM85	-
RNF112	-
CPA4	-
DOCK4	-
POT1	-
ATP6V1F	-
NAA38	-
PRKRIP1	-
FOXP2	-
RABL5	-
MKLN1	-
LRRC4	-
CALU	-
CCDC136	-
IRF5	-
KLHDC10	-
OPN1SW	-
HOXD1	-
HOXD3	-
EIF2S2P4	-
OSGEPL1	-
ORMDL1	-
HAT1	-
HERC2	-
SNRPN	-
PSMG2	-
EIF2AK4	-
CGNL1	-
TTBK2	-
ELL3	-
C15ORF57	-
NARG2	-
DLL4	-
FAM63B	-
C15ORF23	-
DUT	-
CLN6	-
VPS13C	-
CALML4	-
THAP10	-
ANAPC13	-
MBD4	-
PSMA1	-
SUMF2	-
SPCS3	-
BBOX1	-
SERGEF	-
KCNC1	-
SOX15	-
SHBG	-
PLD2	-
ATP1B2	-
MMP28	-
CCL4	-
MRM1	-
KRI1	-
SLC44A2	-
MTUS1	-
NGDN	-
BCL2L2	-
C14ORF126	-
NRL	-
RNASE1	-
NEDD8	-
DAD1	-
SEC14L1	-
FGF13	-
ASH2L	-
CDKN1C	-
RPS4Y1	-
KLF16	-
TMEM8A	-
DOHH	-
MAU2	-
TNNI3	-
HDHD1	-
C6ORF70	-
PRRG3	-
KCNA5	-
STARD8	-
MOSPD2	-
ECSIT	-
LDLR	-
TSPAN16	-
CDC16	-
C8ORF55	-
PVRL2	-
APOE	-
TOMM40	-
APOC1	-
DPP6	-
XPO7	-
FAM98C	-
GDF1	-
PLVAP	-
USHBP1	-
GLT25D1	-
DDA1	-
TULP4	-
RTN4IP1	-
C6ORF203	-
RSPH3	-
MAS1	-
ACSBG2	-
NDUFA10	-
SCO2	-
PXDN	-
SSBP4	-
GDF15	-
PGPEP1	-
LSM4	-
JUND	-
HRC	-
TRPM4	-
CAMSAP1	-
UBAC1	-
ZBTB46	-
RP4-697K14.7	-
TNNT3	-
TNNI2	-
PNPLA7	-
HBZ	-
LAMA5	-
OSBPL2	-
ASS1	-
POMT1	-
UCK1	-
FIBCD1	-
CHMP2A	-
UBE2M	-
MAP3K10	-
ATPIF1	-
C1ORF38	-
CLIP1	-
CCDC62	-
DNMT1	-
ZNF426	-
SLC6A8	-
DKC1	-
MPP1	-
ZNF331	-
ZNF236	-
SLC7A10	-
LRP3	-
C12ORF65	-
CASZ1	-
PRRG1	-
UBA1	-
POLN	-
CYORF15B	-
PPIL4	-
ULBP2	-
AKAP12	-
EPS8L1	-
TTLL9	-
RBM39	-
GGT7	-
ACSS2	-
ZNF428	-
ZNF141	-
C16ORF95	-
F12	-
PRR7	-
GJA9	-
CAP1	-
RLIM	-
ABCB7	-
TRAF3	-
HACL1	-
TBC1D5	-
RFTN1	-
SLC6A6	-
NAPSB	-
MGAT1	-
TUBG1	-
PSME3	-
RAMP2	-
AOC2	-
ANKHD1	-
DIAPH1	-
EXOC4	-
ANO1	-
PPFIA1	-
KREMEN2	-
THOC6	-
BARX1	-
NPHP4	-
MAP1B	-
WDR44	-
ZCCHC9	-
KRT33B	-
STARD3	-
RARA	-
KHDRBS3	-
FMO5	-
PIAS3	-
PRKAB2	-
RBM8A	-
PDHA1	-
ZSCAN5A	-
CHSY1	-
LLGL1	-
C19ORF12	-
C19ORF40	-
GCH1	-
PODNL1	-
DNAJB1	-
FBXW9	-
ZNF20	-
C19ORF57	-
LHX1	-
ACACA	-
DHX30	-
RAF1	-
PPARG	-
HSD17B7	-
ARFIP2	-
RRP8	-
FXC1	-
IMMT	-
MRPL35	-
IQCA1	-
ILKAP	-
PER2	-
SCLY	-
KIAA0664	-
RPA1	-
TBC1D14	-
TMEM128	-
COQ3	-
SEC61G	-
LANCL2	-
FIGNL1	-
UTP3	-
UNK	-
ZRANB2	-
VPS13B	-
FLOT2	-
ERAL1	-
NIP7	-
VPS4A	-
MTSS1L	-
HSPA12B	-
FAM113A	-
BTBD3	-
PTPRA	-
ATP1A4	-
NES	-
SYT11	-
IGHMBP2	-
MMACHC	-
DPH2	-
TOE1	-
NASP	-
MUTYH	-
RBM38	-
VSTM2L	-
DMGDH	-
BHMT2	-
SYT4	-
CASP9	-
ATP8A2	-
MTUS2	-
ZMYM5	-
USPL1	-
XPO4	-
TPTE2	-
POMP	-
CDK8	-
HMGB1P5	-
WASF3	-
MYH8	-
MYH10	-
PEMT	-
SCO1	-
MPRIP	-
MYBPH	-
DSTYK	-
CHIT1	-
LGR6	-
TMCC2	-
CCNA1	-
COG6	-
RFXAP	-
STARD13	-
TBC1D8B	-
TCEAL4	-
BEX1	-
FAM104A	-
BTBD2	-
PRAM1	-
SUV420H2	-
PDE6B	-
CSNK1G2	-
ANKRD32	-
CNDP2	-
MACROD1	-
FOPNL	-
PDZD2	-
LARGE	-
GSTT2B	-
C1QTNF6	-
ADCK2	-
AGAP3	-
ACTR3B	-
NTS	-
BTG1	-
LRRIQ1	-
ATP13A3	-
SFTPD	-
DYDC2	-
C10ORF57	-
KRAS	-
LARS	-
LRRCC1	-
E2F5	-
CA1	-
CCDC59	-
SBF2	-
RRAS2	-
HSD17B4	-
DUSP26	-
C14ORF1	-
GSC	-
C14ORF159	-
NUMB	-
TTC9	-
MED6	-
EIF2S1	-
ELP3	-
MRO	-
MBD2	-
IER3IP1	-
CDK7	-
IRAK2	-
BHLHE40	-
EDEM1	-
CHL1	-
MEIS2	-
GSTM1	-
PRPF38B	-
TSPAN2	-
GSTM3	-
SORT1	-
HBXIP	-
TRIM45	-
CEPT1	-
NGF	-
TMEM106C	-
SLC38A2	-
PLEKHA8P1	-
GRHL1	-
ROCK2	-
MYCN	-
CMPK2	-
LDHA	-
FST	-
NAV1	-
CDC73	-
TIMM17A	-
KIAA1468	-
FBXO18	-
ECHDC3	-
IL15RA	-
CCNH	-
C18ORF45	-
KCTD1	-
FOLH1B	-
EIF2C4	-
HOOK1	-
ZCCHC11	-
PRPF38A	-
DSG3	-
FHOD3	-
DAGLA	-
SLC43A3	-
FADS2	-
CLOCK	-
DZIP1	-
UBAC2	-
BIVM	-
TPP2	-
STT3A	-
KLB	-
TMED7	-
APC	-
C9ORF40	-
CTSL1	-
TMEM2	-
AGTPBP1	-
GOLM1	-
ADAM19	-
TAOK3	-
HNF1A	-
HRK	-
DTX1	-
TMEM60	-
PNPLA8	-
C7ORF68	-
RINT1	-
KCP	-
TES	-
BAI3	-
KHDC1	-
MRAP2	-
ORC3	-
LMO2	-
PHF21A	-
PRRG4	-
DNAJC14	-
AVIL	-
GDF11	-
RDH5	-
BLOC1S1	-
TSPAN31	-
B4GALNT1	-
TFCP2	-
COQ10A	-
PAN2	-
OS9	-
MIP	-
LTV1	-
NHSL1	-
PKIB	-
NMBR	-
SMPD2	-
MICAL1	-
REPS1	-
TEC	-
SEMA4F	-
SMYD5	-
USP15	-
MDM2	-
KLHL36	-
BCMO1	-
MPHOSPH6	-
CHST5	-
DYNC1LI2	-
PCNXL2	-
EGLN1	-
CAPN9	-
COG2	-
ABCB10	-
TAF5L	-
RGS8	-
NPL	-
DOCK10	-
TTLL4	-
HTR2B	-
ITM2C	-
DNAJB2	-
ARMC9	-
CAB39	-
TSGA10	-
MFSD9	-
TMEM127	-
GCC2	-
MRPS9	-
GPR45	-
C2ORF49	-
USP44	-
PLXNC1	-
APPL2	-
DRAM1	-
KIAA1033	-
VILL	-
NEK3	-
PCDH8	-
RNASEH2B	-
LECT1	-
TBC1D4	-
RCBTB1	-
MED4	-
SETDB2	-
SCRN1	-
C7ORF25	-
TNS3	-
SPDYE1	-
CHST12	-
GPNMB	-
RAPGEF5	-
RAC1	-
NUPL2	-
ZDHHC4	-
DDX56	-
HUS1	-
NACAD	-
CCM2	-
NKX2-1	-
MTHFS	-
ADAMTS7	-
FAM108C1	-
CIB2	-
NMT1	-
VEZF1	-
CHAD	-
TEX2	-
LIMD2	-
KAT7	-
TRA2B	-
ERMN	-
SCN7A	-
SKIL	-
VPS45	-
KCTD3	-
RPS6KC1	-
RASSF5	-
CBWD2	-
CCDC115	-
IMP4	-
HS6ST1	-
GYPC	-
YME1L1	-
DNAJC1	-
NIPSNAP3A	-
LRRC8A	-
C9ORF4	-
ODF2	-
C9ORF78	-
TOR1A	-
RALGPS1	-
ST6GALNAC4	-
TMOD1	-
DAB2IP	-
SLC2A8	-
SLC31A2	-
ZNF189	-
STX17	-
BAAT	-
KIF12	-
ATP6V1G1	-
GARNL3	-
DPM2	-
WDR38	-
TSTD2	-
GABBR2	-
HEMGN	-
C9ORF156	-
RABEPK	-
GOLGA1	-
ANP32B	-
ARPC5L	-
DSCC1	-
DERL1	-
NOV	-
RANBP6	-
PLAA	-
DNAJB5	-
CD72	-
GRHPR	-
ALDH1B1	-
HINT2	-
DENND4C	-
PPIL1	-
ZNF193	-
PIM1	-
GMPR	-
FTSJD2	-
TFAP2A	-
TMEM63B	-
TJAP1	-
KIAA0319	-
SLC22A23	-
TUBB2A	-
RIPK1	-
TUBB2B	-
C6ORF125	-
FLOT1	-
IER3	-
MDC1	-
ATAT1	-
TPMT	-
RNF144B	-
NRM	-
VARS2	-
C6ORF52	-
FGFBP2	-
CPEB2	-
C4ORF49	-
FCHSD2	-
ARRB1	-
SLCO2B1	-
PRKRIR	-
ANKRD42	-
IL18BP	-
NUMA1	-
CCDC90B	-
RAB30	-
CREBZF	-
PRCP	-
RNF121	-
MRPL15	-
PI15	-
SDCBP	-
BUD13	-
TRPC6	-
DCUN1D5	-
SLC37A4	-
PPP2R1B	-
FDX1	-
C11ORF1	-
FXYD6	-
ARHGAP20	-
MAP2K5	-
UNC13C	-
SQRDL	-
THBS1	-
MAPKBP1	-
HAUS2	-
TUBGCP4	-
UACA	-
ADAM10	-
SEMA6D	-
GCOM1	-
BCAR3	-
CCBL2	-
IFI44	-
SLC44A5	-
DBT	-
RTCD1	-
IFT172	-
ADCY3	-
PPM1B	-
PNPT1	-
DYNC2LI1	-
THUMPD2	-
RAB1A	-
PREB	-
SLC5A6	-
C2ORF28	-
LRPPRC	-
TRIM54	-
CYP2C8	-
LOXL4	-
STAMBPL1	-
ATAD1	-
BTBD16	-
CUZD1	-
TACC2	-
DUSP5	-
ENTPD1	-
DNAJC13	-
FAM149B1	-
TIMM23	-
ADAMTS14	-
DNA2	-
AOX1	-
MSTN	-
ALS2CR8	-
ASNSD1	-
METTL5	-
SSB	-
PPIG	-
HECW2	-
OLA1	-
CIR1	-
WDR12	-
ITGAV	-
SLC40A1	-
SLC35A5	-
DIRC2	-
GUCA1C	-
COX17	-
SECISBP2L	-
TMOD3	-
SPPL2A	-
GLCE	-
SHF	-
APH1B	-
C15ORF44	-
HCN4	-
SEMA7A	-
FAM13A	-
NDST4	-
C4ORF21	-
HNRNPD	-
PRKG2	-
RASGEF1B	-
AGPAT9	-
KIAA1109	-
LARP1B	-
NAAA	-
NUP54	-
BMP2K	-
G3BP2	-
11-Sep	-
FRAS1	-
CCNG2	-
USO1	-
CDKL2	-
PPA2	-
GSTCD	-
CASP6	-
HADH	-
EGF	-
PAPSS1	-
SLC39A8	-
MAPK8IP3	-
C22ORF13	-
KIAA1644	-
B4GALNT3	-
PDE6H	-
ETV6	-
KIF21A	-
CPNE8	-
YARS2	-
FGD4	-
ALG10	-
PIK3C2G	-
AEBP2	-
ETNK1	-
ZCRB1	-
PRICKLE1	-
NDUFA9	-
KLRG1	-
TAPBPL	-
CD27	-
RBP5	-
PEX5	-
C12ORF53	-
AMIGO2	-
COL2A1	-
LLPH	-
09-Mar	-
INHBE	-
GLIPR1	-
TMEM19	-
LGR5	-
POC1B	-
SNRPF	-
AMDHD1	-
SYCP3	-
ASCL1	-
GAS2L3	-
TDG	-
MMAB	-
GLTP	-
GIT2	-
TCHP	-
SLC46A3	-
SLC7A1	-
OBFC2B	-
RP11-298P3.4	-
CERS5	-
LMBR1L	-
TMBIM6	-
ANKRD52	-
ZNF740	-
WDFY2	-
ESD	-
RB1	-
SBNO1	-
MORN3	-
VPS37B	-
RHOF	-
DENR	-
SLAIN1	-
RBM26	-
ABHD13	-
RAB20	-
GRTP1	-
CUL4A	-
REM2	-
NOVA1	-
MDGA2	-
RTN1	-
SYT16	-
NAA30	-
ADAM21	-
RDH12	-
PTGR2	-
JDP2	-
SLC24A4	-
SLC25A47	-
NIPA2	-
MFAP1	-
TCF12	-
SERF2	-
LYSMD2	-
SLC27A2	-
FGF7	-
SRP14	-
BAHD1	-
CDAN1	-
TLE3	-
COMMD4	-
UBE2Q2	-
ETFA	-
SCAPER	-
ARRDC4	-
BBS4	-
ADAMTS17	-
ULK3	-
PCSK6	-
CELF6	-
RHCG	-
POLG	-
ABHD2	-
NTRK3	-
ZNF710	-
ST8SIA2	-
MCTP2	-
FURIN	-
SLC5A2	-
ITGAX	-
C16ORF58	-
ARMC5	-
PARN	-
FTO	-
UQCRC2	-
CDR2	-
IGSF6	-
ARHGAP17	-
MYLK3	-
TXNL4B	-
ZFHX3	-
CPNE2	-
NLRC5	-
KATNB1	-
KIFC3	-
GCSH	-
CMTM2	-
MAP1LC3B	-
MBTPS1	-
KIAA1609	-
ADAD2	-
OSGIN1	-
ZNF434	-
PDPK1	-
TCF25	-
GALNS	-
MED9	-
C17ORF39	-
MYOCD	-
KSR1	-
CIRH1A	-
MYO19	-
DDX52	-
C17ORF80	-
TOB1	-
SPATA22	-
SGSM2	-
NPEPPS	-
LRRC46	-
SCRN2	-
RHBDL3	-
BCAS3	-
PTRH2	-
SS18	-
AFG3L2	-
IMPA2	-
GNAL	-
ADCYAP1	-
NPC1	-
SLC14A1	-
ARRB2	-
SAT2	-
ASGR1	-
ARHGDIA	-
TMC6	-
TBCD	-
FN3KRP	-
RPTOR	-
FOXK2	-
TRIM65	-
SECTM1	-
RNF157	-
AZI1	-
WDR45L	-
CBX4	-
RNF165	-
ELAC1	-
TNFRSF11A	-
ZCCHC2	-
FBXO15	-
LEPREL4	-
FAM134C	-
PIP4K2B	-
GRB7	-
MIEN1	-
PNMT	-
STAC2	-
TXNL4A	-
CACNA1A	-
NFIC	-
PRDM15	-
DPP9	-
TMEM91	-
SIRT3	-
COL6A1	-
IFNAR1	-
SIK1	-
TRPM2	-
SAE1	-
GEMIN7	-
WTIP	-
AC020915.4	-
CACNG8	-
C19ORF52	-
ZNF473	-
FAM71E1	-
RCN3	-
MMEL1	-
FHAD1	-
ARHGEF19	-
PEX14	-
SH3BGRL3	-
ZNF593	-
KIAA0319L	-
MAP3K6	-
WDTC1	-
NBPF3	-
TINAGL1	-
PTPRF	-
BEST4	-
TMEM61	-
SYPL2	-
BARHL2	-
MTF2	-
CTTNBP2NL	-
FAM40A	-
PSMA5	-
CELSR2	-
ALDH9A1	-
TIPRL	-
POGK	-
BRP44	-
CREG1	-
RXRG	-
UCK2	-
TMCO1	-
DPT	-
UFC1	-
PPOX	-
PFDN2	-
NR1I3	-
PRCC	-
RRNAD1	-
PIGM	-
ISG20L2	-
ABL2	-
TOR1AIP1	-
RGL1	-
LHX9	-
TARS2	-
CGN	-
SNX27	-
CERS2	-
ENSA	-
SEMA6C	-
MRPL9	-
ARNT	-
C1ORF56	-
OAZ3	-
GOLPH3L	-
IKBKE	-
KCNH1	-
DYRK3	-
SMYD2	-
SUSD4	-
TP53BP2	-
ATP8B2	-
S100A8	-
SNAPIN	-
SLC27A3	-
UBAP2L	-
SLC39A1	-
HAX1	-
CREB3L4	-
EFNA3	-
KCNN3	-
C1ORF43	-
RIT1	-
INTS3	-
PKLR	-
HCN3	-
ACTA1	-
C1ORF131	-
GALNT2	-
LYST	-
RP5-862P8.2	-
CEP170	-
SNAP47	-
DEGS1	-
ARF1	-
CNIH4	-
CDC42BPA	-
CNIH3	-
C1ORF35	-
MBOAT2	-
PARP1	-
LBR	-
WNT9A	-
SOX13	-
ETNK2	-
PPFIA4	-
PLEKHA6	-
ARL8A	-
GDF7	-
PDIA6	-
RHOB	-
ATP6V1C2	-
CAMKMT	-
CHAC2	-
WDPCP	-
ASXL2	-
ETAA1	-
SNRPG	-
ABHD1	-
